Subject ID,Player Name,Group,Time from TOA (months),Chronological Age,Height (cm),Sitting Height (cm),Leg Length (cm),Weight (kg),TOA Age,TOA Height,PHVA Age,PHVA Height,FHA Age,FHA Height,Maturity Offset,Growth Tempo,Father's Height (cm),Mother's Height (cm),Predicted Adult Height (cm),A,B,C,D,% Pred Adult Height,Bio Band
Early_6,James Ortiz,Early,36,11.81,152.69,79.72,77.84,43.03,8.81,132.87,14.09,167.50,17.09,167.33,-2.28,4.16,181.6,160.7,187.16,-10.01,0.74,-0.00242,0.58,0.82,Pre-Pubertal
Early_6,James Ortiz,Early,39,12.06,153.73,80.91,78.11,42.93,8.81,132.87,14.10,164.56,17.10,218.13,-2.04,10.28,181.6,160.7,182.52,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Early_6,James Ortiz,Early,42,12.31,156.3,82.53,78.95,44.37,8.81,132.87,14.06,165.50,17.06,159.60,-1.75,3.24,181.6,160.7,184.15,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Early_6,James Ortiz,Early,45,12.56,157.11,82.8,80.19,44.46,8.81,132.87,14.16,166.06,17.16,197.68,-1.60,7.76,181.6,160.7,184.67,-8.61,0.64,-0.00167,0.62,0.85,PHV Initial Stage
Early_6,James Ortiz,Early,48,12.81,159.05,83.69,81.45,45.45,8.81,132.87,14.19,166.92,17.19,181.49,-1.38,5.80,181.6,160.7,185.90,-8.61,0.64,-0.00167,0.62,0.86,PHV Initial Stage
Early_6,James Ortiz,Early,51,13.06,160.5,84.65,82.19,46.44,8.81,132.87,14.21,164.12,17.21,199.08,-1.15,7.88,181.6,160.7,181.47,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Early_6,James Ortiz,Early,54,13.31,162.47,85.62,83.39,47.1,8.81,132.87,14.23,164.90,17.23,150.04,-0.92,2.04,181.6,160.7,182.63,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Early_6,James Ortiz,Early,57,13.56,162.98,87.07,84.16,47.69,8.81,132.87,14.18,164.99,17.18,201.19,-0.62,8.16,181.6,160.7,182.93,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Early_6,James Ortiz,Early,60,13.81,165.02,87.35,84.86,48.15,8.81,132.87,14.28,165.97,17.28,201.95,-0.47,8.16,181.6,160.7,184.13,-7.13,0.59,-0.00116,0.61,0.90,PHV Initial Stage
Early_7,Logan Foster,Early,0,9.09,131.8,66.87,64.4,35.05,9.09,131.80,13.74,163.76,16.74,160.57,-4.65,3.76,192.5,169.3,184.37,-11.14,1.02,-0.00433,0.44,0.71,Pre-Pubertal
Early_7,Logan Foster,Early,3,9.34,132.74,67.93,65.8,35.59,9.09,131.80,13.80,164.50,16.80,199.37,-4.46,8.76,192.5,169.3,185.31,-11.14,1.02,-0.00433,0.44,0.72,Pre-Pubertal
Early_7,Logan Foster,Early,6,9.59,134.93,68.51,66.55,37.18,9.09,131.80,13.91,166.13,16.91,121.80,-4.32,-1.28,192.5,169.3,187.51,-11.14,1.02,-0.00433,0.44,0.72,Pre-Pubertal
Early_7,Logan Foster,Early,9,9.84,134.61,69.41,67.46,37.32,9.09,131.80,13.98,166.12,16.98,218.87,-4.14,11.04,192.5,169.3,187.18,-11.14,1.02,-0.00433,0.44,0.72,Pre-Pubertal
Early_7,Logan Foster,Early,12,10.09,137.37,70.28,68.2,38.13,9.09,131.80,14.05,165.23,17.05,186.88,-3.96,6.92,192.5,169.3,185.45,-10.83,0.90,-0.00348,0.50,0.74,Pre-Pubertal
Early_7,Logan Foster,Early,15,10.34,139.1,71.34,69.17,38.81,9.09,131.80,14.10,166.32,17.10,148.14,-3.76,2.04,192.5,169.3,186.99,-10.83,0.90,-0.00348,0.50,0.74,Pre-Pubertal
Early_7,Logan Foster,Early,18,10.59,139.61,71.94,70.08,39.6,9.09,131.80,14.19,166.83,17.19,187.53,-3.60,6.88,192.5,169.3,187.43,-10.83,0.90,-0.00348,0.50,0.74,Pre-Pubertal
Early_7,Logan Foster,Early,21,10.84,141.33,73.5,71.12,40.43,9.09,131.80,14.19,167.78,17.19,190.10,-3.35,7.20,192.5,169.3,188.96,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Early_7,Logan Foster,Early,24,11.09,143.13,73.56,71.14,40.95,9.09,131.80,14.33,166.13,17.33,125.21,-3.24,-0.80,192.5,169.3,185.79,-10.01,0.74,-0.00242,0.58,0.77,Pre-Pubertal
Early_7,Logan Foster,Early,27,11.34,142.93,74.38,72.65,42.81,9.09,131.80,14.39,166.17,17.39,212.47,-3.05,9.72,192.5,169.3,185.62,-10.01,0.74,-0.00242,0.58,0.77,Pre-Pubertal
Early_7,Logan Foster,Early,30,11.59,145.36,75.22,73.79,42.05,9.09,131.80,14.45,167.46,17.45,174.93,-2.86,5.16,192.5,169.3,187.43,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Early_7,Logan Foster,Early,33,11.84,146.65,76.33,73.99,44.18,9.09,131.80,14.48,168.12,17.48,178.42,-2.64,5.56,192.5,169.3,188.36,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Early_7,Logan Foster,Early,36,12.09,148.04,76.78,75.52,45.42,9.09,131.80,14.57,166.14,17.57,174.53,-2.48,5.04,192.5,169.3,184.94,-8.61,0.64,-0.00167,0.62,0.80,Pre-Pubertal
Early_7,Logan Foster,Early,39,12.34,149.3,77.78,76.09,44.96,9.09,131.80,14.60,166.73,17.60,188.32,-2.26,6.64,192.5,169.3,185.75,-8.61,0.64,-0.00167,0.62,0.80,Pre-Pubertal
Early_7,Logan Foster,Early,42,12.59,150.96,78.25,77.14,45.9,9.09,131.80,14.69,167.61,17.69,171.71,-2.10,4.64,192.5,169.3,186.80,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Early_7,Logan Foster,Early,45,12.84,152.12,79.42,78.33,46.68,9.09,131.80,14.70,168.11,17.70,164.86,-1.86,3.84,192.5,169.3,187.53,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Early_7,Logan Foster,Early,48,13.09,153.08,79.83,78.78,47.83,9.09,131.80,14.79,165.37,17.79,196.18,-1.70,7.40,192.5,169.3,183.04,-7.13,0.59,-0.00116,0.61,0.84,Pre-Pubertal
Early_7,Logan Foster,Early,51,13.34,154.93,80.65,80.06,49.01,9.09,131.80,14.83,166.17,17.83,172.37,-1.49,4.64,192.5,169.3,184.12,-7.13,0.59,-0.00116,0.61,0.84,Pre-Pubertal
Early_7,Logan Foster,Early,54,13.59,156.09,82.29,80.46,48.76,9.09,131.80,14.77,166.50,17.77,140.14,-1.18,0.96,192.5,169.3,184.81,-7.13,0.59,-0.00116,0.61,0.84,Pre-Pubertal
Early_7,Logan Foster,Early,57,13.84,156.33,82.99,81.79,50.03,9.09,131.80,14.82,166.69,17.82,214.61,-0.98,9.48,192.5,169.3,184.95,-7.13,0.59,-0.00116,0.61,0.85,Pre-Pubertal
Early_7,Logan Foster,Early,60,14.09,158.7,83,83.22,50.89,9.09,131.80,14.96,164.13,17.96,215.88,-0.87,9.48,192.5,169.3,180.65,-5.76,0.61,-0.00083,0.55,0.88,PHV Initial Stage
Early_8,Mason Perez,Early,0,9.1,130.05,66.27,63.37,33.13,9.1,130.05,13.80,159.75,16.80,190.42,-4.70,7.84,187.6,156.2,178.70,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_8,Mason Perez,Early,3,9.35,132.01,67.54,65.3,33.52,9.1,130.05,13.84,161.08,16.84,124.78,-4.49,-0.68,187.6,156.2,180.70,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_8,Mason Perez,Early,6,9.6,131.84,68.03,66.05,34.94,9.1,130.05,13.95,161.22,16.95,158.64,-4.35,3.64,187.6,156.2,180.49,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_8,Mason Perez,Early,9,9.85,132.75,69.47,67.21,35.12,9.1,130.05,13.98,161.86,16.98,180.47,-4.13,6.40,187.6,156.2,181.41,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_8,Mason Perez,Early,12,10.1,134.35,69.45,68.72,36.1,9.1,130.05,14.13,160.26,17.13,166.35,-4.03,4.52,187.6,156.2,178.28,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Early_8,Mason Perez,Early,15,10.35,135.48,70.49,69.58,37.52,9.1,130.05,14.18,161.00,17.18,187.61,-3.83,7.12,187.6,156.2,179.26,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Early_8,Mason Perez,Early,18,10.6,137.26,71.37,70.83,37.52,9.1,130.05,14.25,162.16,17.25,131.35,-3.65,0.16,187.6,156.2,180.86,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Early_8,Mason Perez,Early,21,10.85,137.3,72.74,72.05,38.7,9.1,130.05,14.27,162.20,17.27,245.67,-3.42,14.16,187.6,156.2,180.87,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Early_8,Mason Perez,Early,24,11.1,140.84,74.03,73.25,38.76,9.1,130.05,14.28,160.97,17.28,183.08,-3.18,6.48,187.6,156.2,178.87,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Early_8,Mason Perez,Early,27,11.35,142.46,74.64,74.55,39.97,9.1,130.05,14.37,161.91,17.37,132.70,-3.02,0.32,187.6,156.2,180.05,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Early_8,Mason Perez,Early,30,11.6,142.54,75.52,75.59,40.55,9.1,130.05,14.42,162.06,17.42,168.32,-2.82,4.60,187.6,156.2,180.11,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Early_8,Mason Perez,Early,33,11.85,143.69,76.33,76.77,41.59,9.1,130.05,14.48,162.72,17.48,168.59,-2.63,4.60,187.6,156.2,180.94,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Early_8,Mason Perez,Early,36,12.1,144.84,77.88,77.4,42.77,9.1,130.05,14.45,160.34,17.45,197.22,-2.35,8.04,187.6,156.2,177.31,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Early_8,Mason Perez,Early,39,12.35,146.85,77.75,79.31,42.96,9.1,130.05,14.61,161.48,17.61,128.01,-2.26,-0.24,187.6,156.2,178.59,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Early_8,Mason Perez,Early,42,12.6,146.79,79.07,80.3,44.6,9.1,130.05,14.60,161.43,17.60,213.04,-2.00,9.76,187.6,156.2,178.54,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Early_8,Mason Perez,Early,45,12.85,149.23,80.62,82.06,44.23,9.1,130.05,14.57,162.37,17.57,148.00,-1.72,2.12,187.6,156.2,180.10,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Early_8,Mason Perez,Early,48,13.1,149.76,81.32,82.69,45.74,9.1,130.05,14.62,159.55,17.62,178.12,-1.52,5.64,187.6,156.2,175.57,-7.13,0.59,-0.00116,0.61,0.85,PHV Initial Stage
Early_8,Mason Perez,Early,51,13.35,151.17,82,84.49,46.42,9.1,130.05,14.68,160.19,17.68,171.23,-1.33,4.80,187.6,156.2,176.40,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Early_8,Mason Perez,Early,54,13.6,152.37,83.4,85.17,47.27,9.1,130.05,14.65,160.59,17.65,189.54,-1.05,6.96,187.6,156.2,177.11,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Early_8,Mason Perez,Early,57,13.85,154.11,83.89,86.81,47.31,9.1,130.05,14.72,161.41,17.72,179.37,-0.87,5.72,187.6,156.2,178.14,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Early_8,Mason Perez,Early,60,14.1,155.54,84.87,87.77,49.01,9.1,130.05,14.73,158.60,17.73,179.44,-0.63,5.72,187.6,156.2,173.81,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Early_9,Ethan Murohy,Early,0,8.91,131.71,68.02,64.22,31.07,8.91,131.71,13.54,163.90,16.54,198.51,-4.63,8.76,180.2,160,184.78,-11.12,1.07,-0.00463,0.43,0.71,Pre-Pubertal
Early_9,Ethan Murohy,Early,3,9.16,133.9,68.16,65.73,31.19,8.91,131.71,13.67,162.50,16.67,172.70,-4.51,5.28,180.2,160,181.90,-11.14,1.02,-0.00433,0.44,0.74,Pre-Pubertal
Early_9,Ethan Murohy,Early,6,9.41,135.22,69.21,66.97,31.72,8.91,131.71,13.73,163.48,16.73,171.77,-4.32,5.12,180.2,160,183.23,-11.14,1.02,-0.00433,0.44,0.74,Pre-Pubertal
Early_9,Ethan Murohy,Early,9,9.66,136.5,69.55,68.08,31.61,8.91,131.71,13.85,164.59,16.85,161.90,-4.19,3.80,180.2,160,184.54,-11.14,1.02,-0.00433,0.44,0.74,Pre-Pubertal
Early_9,Ethan Murohy,Early,12,9.91,137.45,70.48,69.08,32.86,8.91,131.71,13.92,165.35,16.92,199.96,-4.01,8.52,180.2,160,185.49,-11.14,1.02,-0.00433,0.44,0.74,Pre-Pubertal
Early_9,Ethan Murohy,Early,15,10.16,139.58,71.05,69.91,33.25,8.91,131.71,14.02,163.47,17.02,181.33,-3.86,6.12,180.2,160,182.12,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Early_9,Ethan Murohy,Early,18,10.41,141.11,71.34,71.24,33.52,8.91,131.71,14.14,164.61,17.14,192.93,-3.73,7.44,180.2,160,183.48,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Early_9,Ethan Murohy,Early,21,10.66,142.97,72.47,72.24,35.22,8.91,131.71,14.18,165.74,17.18,189.92,-3.52,7.04,180.2,160,185.12,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Early_9,Ethan Murohy,Early,24,10.91,144.73,73.32,72.66,34.95,8.91,131.71,14.24,166.90,17.24,141.71,-3.33,1.20,180.2,160,186.70,-10.83,0.90,-0.00348,0.50,0.78,Pre-Pubertal
Early_9,Ethan Murohy,Early,27,11.16,145.03,73.71,74.41,35.81,8.91,131.71,14.35,163.46,17.35,194.17,-3.19,7.40,180.2,160,180.96,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Early_9,Ethan Murohy,Early,30,11.41,146.88,74.17,75.12,36.17,8.91,131.71,14.45,164.55,17.45,162.11,-3.04,3.56,180.2,160,182.33,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Early_9,Ethan Murohy,Early,33,11.66,147.77,74.68,76.05,37.79,8.91,131.71,14.54,165.16,17.54,181.44,-2.88,5.76,180.2,160,182.97,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Early_9,Ethan Murohy,Early,36,11.91,149.21,76.56,77.54,38.08,8.91,131.71,14.49,165.73,17.49,182.84,-2.58,5.96,180.2,160,184.03,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Early_9,Ethan Murohy,Early,39,12.16,150.7,76.67,78.26,38.68,8.91,131.71,14.62,163.35,17.62,241.46,-2.46,12.60,180.2,160,179.97,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Early_9,Ethan Murohy,Early,42,12.41,153.85,77.13,79.83,38.99,8.91,131.71,14.71,164.85,17.71,136.99,-2.30,0.60,180.2,160,181.98,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Early_9,Ethan Murohy,Early,45,12.66,154,78.38,80.34,40.63,8.91,131.71,14.72,164.91,17.72,195.46,-2.06,7.24,180.2,160,182.06,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Early_9,Ethan Murohy,Early,48,12.91,155.81,78.36,81.76,40.93,8.91,131.71,14.86,165.95,17.86,181.83,-1.95,5.60,180.2,160,183.21,-8.61,0.64,-0.00167,0.62,0.85,PHV Initial Stage
Early_9,Ethan Murohy,Early,51,13.16,157.21,78.75,82.4,41.07,8.91,131.71,14.96,163.26,17.96,171.52,-1.80,4.40,180.2,160,178.91,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Early_9,Ethan Murohy,Early,54,13.41,158.31,80.1,83.72,41.27,8.91,131.71,14.94,163.66,17.94,192.03,-1.53,6.68,180.2,160,179.56,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Early_9,Ethan Murohy,Early,57,13.66,159.98,80.79,84.87,42.87,8.91,131.71,15.00,164.42,18.00,192.41,-1.34,6.68,180.2,160,180.54,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Early_9,Ethan Murohy,Early,60,13.91,161.65,81.43,85.73,42.41,8.91,131.71,15.06,165.20,18.06,192.83,-1.15,6.68,180.2,160,181.53,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Early_10,Jackson Rivera,Early,0,8.97,135.85,69.23,66.54,33.73,8.97,135.85,13.46,169.78,16.46,155.64,-4.49,2.64,186.3,169.2,192.43,-11.12,1.07,-0.00463,0.43,0.71,Pre-Pubertal
Early_10,Jackson Rivera,Early,3,9.22,136.51,70.48,67.67,35.03,8.97,135.85,13.51,167.13,16.51,195.24,-4.29,7.88,186.3,169.2,187.81,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_10,Jackson Rivera,Early,6,9.47,138.48,71.17,69.19,35.07,8.97,135.85,13.59,168.58,16.59,180.06,-4.12,5.80,186.3,169.2,189.82,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_10,Jackson Rivera,Early,9,9.72,139.93,72.02,70,35.68,8.97,135.85,13.67,169.67,16.67,181.40,-3.95,5.92,186.3,169.2,191.29,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_10,Jackson Rivera,Early,12,9.97,141.41,73,71.72,35.96,8.97,135.85,13.72,170.75,16.72,173.36,-3.75,4.84,186.3,169.2,192.79,-11.14,1.02,-0.00433,0.44,0.73,Pre-Pubertal
Early_10,Jackson Rivera,Early,15,10.22,142.62,74.01,73,36.92,8.97,135.85,13.77,168.31,16.77,198.87,-3.55,8.08,186.3,169.2,188.60,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Early_10,Jackson Rivera,Early,18,10.47,144.64,74.69,73.87,37.71,8.97,135.85,13.85,169.63,16.85,165.48,-3.38,3.76,186.3,169.2,190.40,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Early_10,Jackson Rivera,Early,21,10.72,145.58,76.45,74.86,38.44,8.97,135.85,13.82,170.06,16.82,215.30,-3.10,10.12,186.3,169.2,191.22,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Early_10,Jackson Rivera,Early,24,10.97,148.11,77.01,76.1,38.98,8.97,135.85,13.91,171.69,16.91,169.50,-2.94,4.24,186.3,169.2,193.48,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Early_10,Jackson Rivera,Early,27,11.22,149.17,77.96,77.33,38.8,8.97,135.85,13.95,168.68,16.95,134.25,-2.73,-0.20,186.3,169.2,188.46,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Early_10,Jackson Rivera,Early,30,11.47,149.12,78.84,78.38,39.13,8.97,135.85,14.00,168.77,17.00,202.31,-2.53,8.28,186.3,169.2,188.42,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Early_10,Jackson Rivera,Early,33,11.72,151.19,80.17,80.37,39.56,8.97,135.85,13.99,169.72,16.99,197.78,-2.27,7.72,186.3,169.2,189.95,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Early_10,Jackson Rivera,Early,36,11.97,153.12,81.03,81.11,40.75,8.97,135.85,14.04,170.72,17.04,147.46,-2.07,1.44,186.3,169.2,191.36,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Early_10,Jackson Rivera,Early,39,12.22,153.48,82.21,82.4,41.19,8.97,135.85,14.04,167.67,17.04,204.29,-1.82,8.48,186.3,169.2,186.49,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Early_10,Jackson Rivera,Early,42,12.47,155.6,83.82,83.38,41.3,8.97,135.85,13.99,168.40,16.99,166.66,-1.52,3.84,186.3,169.2,187.84,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Early_10,Jackson Rivera,Early,45,12.72,156.56,83.91,84.6,42.51,8.97,135.85,14.12,169.07,17.12,215.35,-1.40,9.76,186.3,169.2,188.44,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Early_10,Jackson Rivera,Early,48,12.97,159,84.9,85.76,42.74,8.97,135.85,14.13,170.10,17.13,149.89,-1.16,1.72,186.3,169.2,190.00,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Early_10,Jackson Rivera,Early,51,13.22,159.43,86.26,87.3,42.47,8.97,135.85,14.10,166.80,17.10,215.86,-0.88,9.84,186.3,169.2,184.90,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Early_10,Jackson Rivera,Early,54,13.47,161.89,87.6,88.27,43.44,8.97,135.85,14.07,167.65,17.07,161.44,-0.60,3.16,186.3,169.2,186.35,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Early_10,Jackson Rivera,Early,57,13.72,162.68,88.16,89.88,44.92,8.97,135.85,14.13,168.07,17.13,174.35,-0.41,4.72,186.3,169.2,186.81,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Early_10,Jackson Rivera,Early,60,13.97,163.86,88.81,90.49,44.34,8.97,135.85,14.17,168.62,17.17,174.57,-0.20,4.72,186.3,169.2,187.51,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_1,Aiden Morgan,Middle,0,10.39,136.86,70,67.19,32.53,10.39,136.86,14.26,162.74,17.26,228.09,-3.87,13.28,180.2,172.4,182.80,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,3,10.64,140.18,70.52,67.83,33.08,10.39,136.86,14.36,164.72,17.36,161.12,-3.72,3.48,180.2,172.4,185.76,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,6,10.89,141.05,71.98,68.95,33.13,10.39,136.86,14.37,165.19,17.37,185.71,-3.48,7.00,180.2,172.4,186.54,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,9,11.14,142.8,72.51,69.81,34.08,10.39,136.86,14.46,163.41,17.46,194.30,-3.32,8.12,180.2,172.4,182.96,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,12,11.39,144.83,73.28,70.77,34.75,10.39,136.86,14.53,164.47,17.53,170.29,-3.14,4.68,180.2,172.4,184.45,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,15,11.64,146,73.72,71.5,34.77,10.39,136.86,14.64,165.25,17.64,196.56,-3.00,8.24,180.2,172.4,185.32,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,18,11.89,148.06,74.3,71.94,36.22,10.39,136.86,14.72,166.38,17.72,187.00,-2.83,6.84,180.2,172.4,186.83,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,21,12.14,149.77,75.18,72.32,36.62,10.39,136.86,14.77,164.40,17.77,196.51,-2.63,8.08,180.2,172.4,183.26,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,24,12.39,151.79,76.57,73.42,37.02,10.39,136.86,14.76,165.15,17.76,183.76,-2.37,6.36,180.2,172.4,184.55,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,27,12.64,153.38,77.14,74.28,37.65,10.39,136.86,14.84,165.96,17.84,195.60,-2.20,7.88,180.2,172.4,185.55,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,30,12.89,155.35,77.47,74.96,38.23,10.39,136.86,14.95,166.98,17.95,198.24,-2.06,8.12,180.2,172.4,186.81,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_1,Aiden Morgan,Middle,33,13.14,157.38,77.85,75.93,38.48,10.39,136.86,15.05,164.82,18.05,193.52,-1.91,7.40,180.2,172.4,182.83,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_1,Aiden Morgan,Middle,36,13.39,159.23,78.45,76.51,39.52,10.39,136.86,15.12,165.65,18.12,198.07,-1.73,7.92,180.2,172.4,183.92,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_1,Aiden Morgan,Middle,39,13.64,161.21,79.64,77.3,40.73,10.39,136.86,15.12,166.36,18.12,145.52,-1.48,1.12,180.2,172.4,185.08,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_1,Aiden Morgan,Middle,42,13.89,161.49,79.74,78.39,40.39,10.39,136.86,15.25,166.77,18.25,200.02,-1.36,8.04,180.2,172.4,185.25,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_1,Aiden Morgan,Middle,45,14.14,163.5,81.36,79.12,40.98,10.39,136.86,15.19,164.07,18.19,188.63,-1.05,6.64,180.2,172.4,181.09,-5.76,0.61,-0.00083,0.55,0.90,PHV Second Stage
Middle_1,Aiden Morgan,Middle,48,14.39,165.16,82.16,80.03,41.77,10.39,136.86,15.22,164.77,18.22,242.14,-0.83,13.44,180.2,172.4,182.09,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Middle_1,Aiden Morgan,Middle,51,14.64,168.52,82.33,80.17,42.14,10.39,136.86,15.34,166.28,18.34,163.88,-0.70,3.40,180.2,172.4,184.12,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_1,Aiden Morgan,Middle,54,14.89,169.37,83.47,81.35,43.17,10.39,136.86,15.33,166.58,18.33,174.64,-0.44,4.76,180.2,172.4,184.63,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_1,Aiden Morgan,Middle,57,15.14,170.56,84.58,82.19,44.09,10.39,136.86,15.32,164.03,18.32,218.98,-0.18,10.36,180.2,172.4,180.58,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Middle_1,Aiden Morgan,Middle,60,15.39,173.15,85.03,83.17,44.43,10.39,136.86,15.39,165.30,18.39,219.75,0.00,10.36,180.2,172.4,182.35,-4.51,0.69,-0.00059,0.43,0.95,PHV Second Stage
Middle_2,Sebastian Hughes,Middle,0,10.29,137.84,70.46,67.47,38.35,10.29,137.84,14.15,163.10,17.15,176.01,-3.86,5.56,180.2,169,182.71,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,3,10.54,139.23,71.6,68.3,37.71,10.29,137.84,14.20,163.93,17.20,199.17,-3.66,8.88,180.2,169,183.97,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,6,10.79,141.45,71.67,69.38,38.54,10.29,137.84,14.34,165.47,17.34,180.97,-3.55,6.12,180.2,169,185.94,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,9,11.04,142.98,72.12,69.81,38.35,10.29,137.84,14.44,163.50,17.44,173.89,-3.40,5.04,180.2,169,182.04,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_2,Sebastian Hughes,Middle,12,11.29,144.24,73.73,70.99,40,10.29,137.84,14.43,163.99,17.43,198.66,-3.14,8.52,180.2,169,182.95,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
